Upc,Department,qty,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
034700096124,Grocery,1,n,n,Princella:Cut Yams In Light Syrup,29.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000053619,Item Tax,1,n,n,Ajax Cleanser - Giant,21.00 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000053640,Item Tax,1,n,n,Ajax With Bleach,28 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000391926,Item Tax,1,n,n,Suavitel Field Flowers Fabric Conditioner,15.2 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000391971,Item Tax,1,n,n,Suavitel Fabric Conditioner Sheets Field Flowers,20 Sheets,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000440020,Item Tax,1,n,n,Ajax,12.60 Oz,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000444356,Item Tax,1,n,n,Colgate,4 oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000446275,Item Tax,1,n,n,Ajax Super Degreaser Lemon Dish Liquid,14 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000446282,Item Tax,1,n,n,Ajax Bleach Alternative Grapefruit Dish Liquid,14 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000446299,Item Tax,1,n,n,Ajax Dish Liquid -Lime W / Bleach Alternative,14.00 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000446725,Item Tax,1,n,n,Ajax Dish Liquid Tropical Lime Twist,12.60 Oz,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000446947,Item Tax,1,n,n,Palmolive,1,,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000451835,Item Tax,1,n,n,Palmolive Raspberry Coconut,16OZ,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000463128,Item Tax,1,n,n,Palmolive Classic Manzanar,16 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000464125,Item Tax,1,n,n,Palmolive Classic Dish Liquid/Hand Soap Orange,12.00 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000464132,Item Tax,1,n,n,Palmolive Essential Clean Original,1,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000470126,Item Tax,1,n,n,Colgate Tooth Prush,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000498755,Item Tax,1,n,n,Ajax Triple Action Orange Dish Liquid/Hand Soap,14 oz,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000510846,Item Tax,1,n,n,Colgate Triple Action,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000510884,Item Tax,1,n,n,Colgate,6 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000510921,Item Tax,1,n,n,Colgate,1,,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000511058,Item Tax,1,n,n,Colgate Cavity Protection,2.5 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000511065,Item Tax,1,n,n,Colgate Baking Soda,2.5oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000511089,Item Tax,1,n,n,Colgate,5oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000514066,Item Tax,1,n,n,Ccolgate 4.0 Oz,4oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000530639,Item Tax,1,n,n,Fabuloso Lavender,22 FL OZ,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000531056,Item Tax,1,n,n,Fabuloso Lavender All-Purpose Cleaner,16.9 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000551146,Item Tax,1,n,n,Colgate Extra Clean Med,1,,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000556769,Item Tax,1,n,n,Colgate Extra Clean Soft,1,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000766878,Item Tax,1,n,n,Colgate Max Fresh Cool Mint,1.9 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000782793,Item Tax,1,n,n,Colgate Cavity Protection Kids,2.7 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000972699,Item Tax,1,n,n,Colgate,Te,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000975621,Item Tax,1,n,n,Palmolive,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000977557,Item Tax,1,n,n,Ajax,16 oz,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
035000980113,Item Tax,1,n,n,Suavitel,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000980311,Item Tax,1,n,n,Suavitel,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035000986825,Item Tax,1,n,n,Ax,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035107124816,Snacks,1,n,n,Happy Apple,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
035342881024,Grocery,1,n,n,Jerky,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
035406500953,Item Tax,1,n,n,Top Kat Ocean Fish Cat Food Pouch,1.10 poundss,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
035406500977,Item Tax,1,n,n,Top Kat Gourmet Flavor Cat Food,16 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035496006601,Item Tax,1,n,n,Super-X Emergency Tire Inflator,12 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
035751111064,Snacks,1,n,n,Bon Appetit Apple Danish,5 Oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751111071,Snacks,1,n,n,Bon Appetit Bear Claw,5 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751111095,Snacks,1,n,n,Bon Appetit Cheese & Berries Danish,5 Oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751111132,Snacks,1,n,n,Bon Appetit - Cheese Croissant,5 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751111149,Snacks,1,n,n,Salt Water Deep Sea Fishing Lure Butterfly Jig,5 Oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751112054,Grocery,1,n,n,Lemon Cream Danish,5oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751113020,Snacks,1,n,n,Bon Appetit,5.5 Oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751113044,Snacks,1,n,n,Bon Appetit Muffin Banana Nut,5.5 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751113051,Snacks,1,n,n,Bon Appetit Blueberry Muffin,5.5 Oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751113082,Snacks,1,n,n,Bon Appetit Chocolate Muffin,1,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751117004,Grocery,1,n,n,Bon Appetit,5 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751117097,Grocery,1,n,n,Buon Appetito Sweet Roll Semitas,4.5 Oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751117233,Grocery,1,n,n,Picon California Sweet Roll,5.0oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751118322,Grocery,1,n,n,Donut,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751118339,Grocery,1,n,n,Donutlemon,1pk,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751118346,Grocery,1,n,n,Donut Strw,1pk,,n,1,1,0,n,,0,,,,,,n,,,,,,,
035751118353,Grocery,1,n,n,Donut Cina,1pk,,n,1,1,0,n,,0,,,,,,n,,,,,,,
036000119770,Item Tax,1,n,n,Small Tissue,ea,,n,1,1,0,n,,0,,,,,,n,,,,,,,
036000318036,Item Tax,1,n,n,Huggies Natural Care:Fragrance Free,56.00 CT,,n,1,1,0,n,,0,,,,,,n,,,,,,,
036000318111,Item Tax,1,n,n,Huggies Natural Care Baby Wipes,64 Wipes,,n,1,0,0,n,,0,,,,,,n,,,,,,,
036000373905,Item Tax,1,n,n,Kleenex Everyday Tissues,1,,n,1,0,0,n,,0,,,,,,n,,,,,,,
036000487503,Item Tax,1,n,n,Huggiessimplyclean,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
036000500912,Item Tax,1,n,n,Kleenex,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
036000504071,Item Tax,1,n,n,Buggies Cleaning,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
036000504194,Item Tax,1,n,n,Huggies Refreshing Clean,64 wipes,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
036192123531,Drinks NT 5,1,n,n,Sa Tacruz,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
036196712403,Item Tax,1,n,n,Harmony,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
036200002506,Grocery,1,n,n,Ragu Old World Style:Traditional,24oz,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
036200003008,Grocery,1,n,n,Ragu:Old World Style Flavored W/Meat Smooth,23.90 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
036200004401,Grocery,1,n,n,Ragu Chunky:Tomato  Garlic & Onion,24.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
036200004449,Grocery,1,n,n,Ragu Chunky:Garden Combination,24.00 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
036200004456,Grocery,1,n,n,Ragú: Super Chunky Mushroom,24.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
036200013694,Grocery,1,n,n,Ragu Classic Alfredo,453g,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
036200378151,Grocery,1,n,n,Ragu Hearty Traditional Sauce,24 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
036426201134,Grocery,1,n,n,Apple Cider,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
036600813313,Item Tax,1,n,n,Chapstick Classic Skin Protectant / Sunscreen -,0.15 Oz,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
036600813719,Item Tax,1,n,n,Skin Protectant/Sunscreen Cherry,0.15,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
036600828010,Item Tax,1,n,n,Moisturizer Skin Protectant/Sunscreen Spf-15,0.15 oz,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
036602001022,Item Tax,1,n,n,Ricola,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
036632079794,Grocery,1,n,n,Reeses Coffe,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
036800038356,Item Tax,1,n,n,Topcare,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
036800145832,Grocery,1,n,n,Electrolyte,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
036800174399,Item Tax,1,n,n,Dental,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
036800185548,Item Tax,1,n,n,Top Caee,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
036800326774,Item Tax,1,n,n,Tippy Toes,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
036800339552,Item Tax,1,n,n,Top Care,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
036800359291,Grocery,1,n,n,Electrolyte Solution,1.8oz,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
036800413665,Grocery,1,n,n,Ele Care,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
036800413672,Grocery,1,n,n,Pediatric Care,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
036800624382,Item Tax,1,n,n,Maxi Long Super,16,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
036807000059,Item Tax,1,n,n,Icymint Ice Drops,1'9oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000003212,Item Tax,1,n,n,Crest Cavity Protection Regular Paste Toothpaste,6.4 oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000004707,Item Tax,1,n,n,Gain Detergent Original,10 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000004714,Item Tax,1,n,n,Tide Detergent Original Scent,10 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000007630,Item Tax,1,n,n,Tide Simply Clean & Fresh,10 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000061946,Item Tax,1,n,n,Head & Shoulder Classic Clean Shampoo,13.5 Oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000062035,Item Tax,1,n,n,Head & Shoulders 2 In 1 Classic Clean Shampoo + Conditioner,13.5 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000106135,Item Tax,1,n,n,Downy,19 oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000123439,Item Tax,1,n,n,Secret:Powder Fresh,2.60 OZ,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000124429,Item Tax,1,n,n,Secret Powder Fresh,1.7 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000127710,Item Tax,1,n,n,Gain Apple Mango Tango Detergent,50 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000127833,Item Tax,1,n,n,Gain Original Liquid Detergent,25 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000137849,Item Tax,1,n,n,Tide Bleach Alternative Original Scent Detergent,25.00 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000138754,Item Tax,1,n,n,Tide Detergent Original Scent,25 Oz,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000179023,Item Tax,1,n,n,Maxi Overnight Extra Heavy Flow Pads,20,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000195054,Item Tax,1,n,n,Pampers Stages:Sensitive,64.00 CT,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000224006,Item Tax,1,n,n,Tide Original He Detergent,40.00 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000277828,Item Tax,1,n,n,Tide Ultra  Bleach,21 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000306559,Item Tax,1,n,n,Always:Ultra Thin - Flexi-Wings,18.00 CT,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000306573,Item Tax,1,n,n,Always Ultra Thin Pads/Long/Super/Flexi-Wings,16 Pads,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000306597,Item Tax,1,n,n,Always Ultra Thin Long Super Pads,32 ct,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000320241,Item Tax,1,n,n,Crest:Fresh Mint - Baking Soda & Peroxide Whitening,6.40 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000338369,Item Tax,1,n,n,Cascade Complete,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000349662,Item Tax,1,n,n,Always Pads Ultra Thin Flexi-Wings Regular,10.00 Ct,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000349679,Item Tax,1,n,n,Always Normal Maxi Pads,8 pdas,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000373735,Item Tax,1,n,n,Tide,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000404194,Item Tax,1,n,n,Tide,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000426882,Item Tax,1,n,n,Always Thin Unscented Regular Pantyliners Pantyliners,20 Liners,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000449799,Item Tax,1,n,n,Crest Pro-Health Refreshing Cool Mint,1.22 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000479710,Item Tax,1,n,n,Air,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000510437,Item Tax,1,n,n,Tide Ultra Plus Bleach Original Scent,5.5 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000511601,Item Tax,1,n,n,Crest,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000512066,Item Tax,1,n,n,Crest  Cavity,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000512103,Item Tax,1,n,n,Crest,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000512189,Item Tax,1,n,n,Crest Cavity Protection,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000513063,Item Tax,1,n,n,Ct,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000513117,Item Tax,1,n,n,Orak,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000524014,Item Tax,1,n,n,Downy Ultra April Fresh Fabric Softener,10 Oz,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000537823,Item Tax,1,n,n,Dwan,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000542827,Item Tax,1,n,n,Tide Free & Gentle,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000613138,Item Tax,1,n,n,Charmun,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000680987,Item Tax,1,n,n,Secret,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000739753,Item Tax,1,n,n,Tidedowny,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000746515,Item Tax,1,n,n,Bounty Essentials,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000749585,Item Tax,1,n,n,Pampers,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000752684,Item Tax,1,n,n,Tide,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000754763,Item Tax,1,n,n,Pampers,17,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000790167,Item Tax,1,n,n,Luvs,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000790174,Item Tax,1,n,n,Lucs,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000790198,Item Tax,1,n,n,Luvs Ultra Leakguards 3 7-13Kg 26 Diaper,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000790235,Item Tax,1,n,n,Luvs,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000798392,Item Tax,1,n,n,Charman,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000843634,Item Tax,1,n,n,Puffs Basic,1,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000851936,Item Tax,1,n,n,Crest Scoop,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000859246,Item Tax,1,n,n,Luvs Ultra Leakguards Diapers Size 3,34.00 ct,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000859260,Item Tax,1,n,n,Luvs Ultra Leakguards Diapers Size 5,25.00 ct,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000859277,Item Tax,1,n,n,Luvs Ultra Leakguards Diapers Size 6,21 CT,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000867661,Item Tax,1,n,n,Luvs Ultra Leakguards Diapers Size 5. 19 Count,27lb,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000870760,Item Tax,1,n,n,Pampers Sensitive,56 Wipes,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000876243,Item Tax,1,n,n,Tide Original Scent Liquid Laundry Detergent,40.00 Oz,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000876267,Item Tax,1,n,n,Tide Clean Breeze Scent Liquid Laundry Detergent 40 Fl Oz,40oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000880417,Item Tax,1,n,n,Cascade Complete,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000884361,Item Tax,1,n,n,Crest Cavity Regular Paste,2.9 Oz,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000893752,Item Tax,1,n,n,Tide,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000899075,Item Tax,1,n,n,Always Ultra Thin,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000901617,Item Tax,1,n,n,Head & Shoulders 2In1,8.45oz,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000945970,Item Tax,1,n,n,Ariel Detergent,17 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000945987,Item Tax,1,n,n,Ariel Aroma Original,35 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000949596,Item Tax,1,n,n,Head Shoulder,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000950288,Item Tax,1,n,n,Bounty Paper Towels Regular White,40,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000958604,Item Tax,1,n,n,Bounce Outdoor Fresh,15 ct,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000958611,Item Tax,1,n,n,Gain Original,15,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000962526,Item Tax,1,n,n,Febreze Air Gain,8.8 oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000962557,Item Tax,1,n,n,Febreze Meadows & Rain,8.8oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000962564,Item Tax,1,n,n,Febreze Air,8.8oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000962571,Item Tax,1,n,n,Febreze Air,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000962601,Item Tax,1,n,n,Febreze Air Hawaiian,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000962823,Item Tax,1,n,n,Shampoo,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000973324,Item Tax,1,n,n,Vicks Vaporinhaler,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037000980926,Item Tax,1,n,n,Gain,10 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037000990154,Item Tax,1,n,n,Charmin,4roll,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
037100058167,Grocery,1,n,n,Libby'S Vegetables:Cut Spears Tender Green Tips Included,14.50 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037297122207,Grocery,1,n,n,Maseca Instant Yellow Masa Corn Flour,2.2 LBS,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
037297914475,Grocery,1,n,n,Maseca:Instant Corn Masa Flour,4.40 LB,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037297914543,Grocery,1,n,n,Maseca Gluten Free,4.4lbs,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037297944472,Grocery,1,n,n,Maseca:Instant Corn Masa Mix For Tamales,4.40 LB,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037600070980,Grocery,1,n,n,Skippy,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037600101356,Grocery,1,n,n,Hormel Chili,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
037600105002,Grocery,1,n,n,Skippy Peanut Butter Spread Creamy,16.3 oz,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
037600110723,Grocery,1,n,n,Skippy Peanut Butter - Chunky,16.30 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037600110754,Grocery,1,n,n,Skippy Peanut Butter Creamy,16.30 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037600115445,Grocery,1,n,n,Spam:25% Less Sodium,12.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
037600138727,Grocery,1,n,n,Spam Classic,12.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
037600216548,Grocery,1,n,n,Bacon,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037600216661,Grocery,1,n,n,Maple,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
037600223188,Grocery,1,n,n,Hormel With Beans,15.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
037600233521,Grocery,1,n,n,Hormel Hot With Beans,15.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
037600241939,Snacks,1,n,n,Hormel:No Beans,15.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
037600245289,Snacks,1,n,n,Hormel:Hot No Beans,15.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
037600293389,Grocery,1,n,n,Hormel:Chunky With Beans,15.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037600351607,Grocery,1,n,n,Hormel Black Label:Original,16.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
037604014614,Item Tax,1,n,n,Table Tennis,6pk,,n,1,1,0,n,,0,,,,,,n,,,,,,,
037900990629,Item Tax,1,n,n,Ronsonol Lighter Fuel,8.00 FL OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
038000003004,Grocery,1,n,n,Pop-Tarts:Toaster Pastries  Cherry  Frosted,6.00 EA,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000138416,Snacks,1,n,n,Pringles Original,5.2 oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
038000138430,Snacks,1,n,n,Pringles:Sour Cream & Onion,5.5 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
038000138546,Snacks,1,n,n,Pringles Bbq,5.5,,n,1,0,0,n,,0,,,,,,n,,,,,,,
038000138577,Snacks,1,n,n,Pringles: Cheddar Cheese,5.5 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
038000138607,Snacks,1,n,n,Pringles Salt & Vinegar,5.2 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000138638,Grocery,1,n,n,Pringles Pizza,5.2 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000138720,Snacks,1,n,n,Pringles Ranch,5.2 oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
038000138874,Snacks,1,n,n,Pringles Jalapeno,5.5 oz,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
038000138973,Snacks,1,n,n,Pringles Cheddar  & Sour Cream,5.5 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000157486,Grocery,1,n,n,Cocoa Krispies Treats,.78oz,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
038000180606,Grocery,1,n,n,Prngl Xtra Hot,5.5OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000181696,Grocery,1,n,n,Apple Jacks,pk,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
038000181719,Grocery,1,n,n,Froot Loops,pk,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
038000181771,Grocery,1,n,n,Frosted Flakes,pk,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000181795,Grocery,1,n,n,Pops Corn,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
038000183713,Snacks,1,n,n,Prngl Barbeque,5.57OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
038000183928,Snacks,1,n,n,Pringles Lg 5.57Z Honey Mustard,L,,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000197864,Snacks,1,n,n,Pringles Wavy Fire Jalapeno,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000198496,Grocery,1,n,n,Apple Jacks,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000198717,Snacks,1,n,n,Corn Pops,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000198861,Grocery,1,n,n,Kelloggs Froot Loops 10.1 Oz 286G,286g,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000199042,Grocery,1,n,n,Kelloggs Frosted Flakers 13.5 Oz 382G,382g,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000199066,Grocery,1,n,n,Enrich Smoked Sausage,pk,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000199752,Grocery,1,n,n,Raisin,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000199943,Grocery,1,n,n,Rice Krispies,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
038000200038,Snacks,1,n,n,Rice,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
