Upc,Department,qty,incltaxes,inclfees,Name,size,ebt,byweight,Fee Multiplier,cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
,Snacks,1,n,n,,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
499038380039,Item Tax,1,n,n,Bag,,,n,1,0,0,n,,0,,,,,,y,#f44336,#000000,,8,In-Store,Bag,8
499038380046,Tobacco,1,n,n,Crush Ball,,,n,1,1,0,n,,0,,,,,,y,,,,6,In-Store,Crush Ball,6
499102010008,Grocery,1,n,n,Grocery,,,n,1,1,0,n,,0,,,,,,y,#ad1457,#6d4c41,,7,In-Store,Grocery,7
499102010015,Lotto,1,n,n,Lotto $1,1,n,n,1,1,0,n,,0,,,,,,y,#ffffff,#ab47bc,,9,In-Store,Lotto $1,9
499102010022,Lotto,1,n,n,Lotto $5,1,n,n,1,1,0,n,,0,,,,,,y,#ffffff,#4fc3f7,,11,In-Store,Lotto $5,11
499102010039,Item Tax,1,n,n,Item tax,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
499102010046,Grocery,1,n,n,GROCERY,,,n,1,1,0,y,,0,,,,,,y,#ff5722,#000000,,4,In-Store,GROCERY.,4
499102010053,Lotto,1,n,n,Lotto $2,,,n,1,1,0,n,,0,,,,,,y,#ffffff,#ef5350,,10,In-Store,Lotto $2,10
499102010060,Lotto,1,n,n,Lotto $10,,,n,1,1,0,n,,0,,,,,,y,#ffffff,#4db6ac,,5,In-Store,Lotto $10,5
499102010077,Item Tax,1,n,n,ITEM TAX,1,n,n,1,1,0,y,,0,,,,,,y,#283593,#000000,,1,In-Store,ITEM TAX,1
499102010084,Beer,1,n,n,BEER,,,n,1,1,0,y,,0,,,,,,y,#26a69a,#000000,,2,In-Store,BEER,2
499102010091,LIQUOR,1,n,n,LIQUOR,,,n,1,1,0,y,,0,,,,,,y,#ffeb3b,#000000,,3,In-Store,LIQUOR.,3
200100000003,Grocery,1,n,n,Ham Cheese,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
201303000005,Item Tax,1,n,n,Fashi,,n,y,1,0,0,n,,0,,,,,,n,,,,,,,
223456000008,Item Tax,1,n,n,Sun Glasses,1,n,y,1,0,0,n,,0,,,,,,n,,,,,,,
245991000008,LIQUOR,1,n,n,Hennessy Pure White,750ml,n,n,2,1,0,n,,0,,,,,,n,,,,,,,
254967000003,Tobacco,1,n,n,Zemis Natural,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
24448420,Grocery,1,n,n,Coffee mate,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
40111216,Snacks,1,n,n,Bounty,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
41508015,Drinks NT 5,1,n,n,Maison Perrier,,,n,1,0,0,n,,0,,,,,0,n,,,,,,,
44444211,Grocery,1,n,n,Coffee mate,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
50985104,Item Tax,1,n,n,Hall,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
57026404,Item Tax,1,n,n,Halls,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
60014399,Item Tax,1,n,n,Vaseline,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
75004699,Drinks T10,1,n,n,Coca Cola,Mexica a,,n,1,1,0,n,,0,,,,,,n,,,,,,,
75030452,Grocery,1,n,n,Canel,144.00 FL OZ,n,n,12,0,0,n,,0,,,,,,n,,,,,,,
75050054,Grocery,1,n,n,Salt & Limon Powder,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
75050115,Grocery,1,n,n,Salt Lemon,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
75064631,Snacks,1,n,n,pelon pelonetes,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
75065317,Snacks,1,n,n,Pelon mini,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
75074210,Item Tax,1,n,n,Picot,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
78938793,Item Tax,1,n,n,Haii,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
78938816,Item Tax,1,n,n,Hall,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
78938823,LIQUOR,1,n,n,GUm,,,n,2,1,0,n,,0,,,,,,n,,,,,,,
78938830,Item Tax,1,n,n,Hall,9 Ct,,n,1,1,0,n,,0,,,,,,n,,,,,,,
80135890,Grocery,1,n,n,Joy,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
80768258,Grocery,1,n,n,Joy,one,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
80924517,Snacks,1,n,n,Kinder joy,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
001234040992,Grocery,1,n,n,Chicharrones,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
002157486003,Item Tax,1,n,n,Rhino 7,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
004007000070,Drinks T5,1,n,n,Corona Sunbrew,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
007840783162,Grocery,1,n,n,Pepe'S,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
008360301072,Grocery,1,n,n,Roasted Peanuts,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
008421363797,Item Tax,1,n,n,Ty,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
008421412884,Item Tax,1,n,n,Beanie Bellies,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
008660000019,Tobacco,1,n,n,Zig Zag Braunstein Freres,1,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
008660000026,Tobacco,1,n,n,Zig-Zag Slow Burning Wrapping Paper,1 ct,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
008660000071,Tobacco,1,n,n,Zigzag Cigarette Paper King,1,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
008660007322,Tobacco,1,n,n,Zig Zag Ultra Thin,1,,n,1,1,0,n,,0,,,,,,n,,,,,,,
009016019747,Item Tax,1,n,n,Agavales Plzta Teqhila,750ml,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
009060000029,Grocery,1,n,n,Mega Warheads:Candy  Strawberry,1.50 OZ,y,n,1,0,0,n,,-1,,,,,,n,,,,,,,
009060000036,Snacks,1,n,n,The Foreign Candy Company:Rip Rolls  Blue Raspberry,1.50 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
009060000043,Snacks,1,n,n,Mega Warheads:Candy  Sour Apple,1.50 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
009060000074,Snacks,1,n,n,Commonwealth Brands  Inc.,40in,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
009060000081,Snacks,1,n,n,Rip Rolls Rainbow Reaction,.78 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
009281635000,Item Tax,1,n,n,Book,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
009300000079,Snacks,1,n,n,Mt. Olive:Sweet,8.00 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
009300000444,Grocery,1,n,n,Mt. Olive:Sweet,16.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
009300000857,Grocery,1,n,n,Mt. Olive:Kosher Baby Dills,24.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
009300000864,Snacks,1,n,n,M.Olive Kosher Dills Pickles,46fl,,n,1,0,0,n,,0,,,,,,n,,,,,,,
009300001809,Grocery,1,n,n,Mt. Olive Kosher Dills,80 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
009300001977,Grocery,1,n,n,Mt. Olive:Old Fashioned Sweet Bread & Butter Sandwich Stuffers Fresh Pack,24.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
009300006538,Grocery,1,n,n,Mt Olive Kosher Baby Dills,24 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
009300184007,Grocery,1,n,n,Mt. Olives Zesty Garlic Kosher Dills,14fl,,n,1,1,0,n,,0,,,,,,n,,,,,,,
009800000524,Snacks,1,n,n,Kinder 1,1,y,n,1,0,0,n,,-2,,,,,,n,,,,,,,
009800000531,Snacks,1,n,n,Joy,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
009800000555,Snacks,1,n,n,Kinder Bueno,1.5 oz,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
009800001002,Grocery,1,n,n,Tic Tak,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
009800001026,Grocery,1,n,n,Tit,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
009800004898,Grocery,1,n,n,Tic Tac,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
009800005406,Snacks,1,n,n,Tictac,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
009800007448,Snacks,1,n,n,Tic Tac,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
009800007608,Grocery,1,n,n,Tic Tac:Fruit Adventure,1.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
009800007615,Snacks,1,n,n,Tic Tac Freshmints,1.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
009800007639,Grocery,1,n,n,Tic Tac Orange,1.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
009800007677,Snacks,1,n,n,Tic Tac Big Pack Wintergreen Singles,1.00 Oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
009800008070,Grocery,1,n,n,Tic Tac Dr Pepper,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
009800010219,Grocery,1,n,n,Tic Tac,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
009800123018,Snacks,1,n,n,Ferrero Rocher:Fine Hazelnut Chocolates,1.30 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
009800512041,Grocery,1,n,n,Kinder Chocolate,1.8oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
009800513048,Grocery,1,n,n,Kinder Chocolate,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
009800554003,Grocery,1,n,n,Kinder Bueno,3oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
010002249116,Item Tax,1,n,n,Aspirin,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
010002249123,Item Tax,1,n,n,Aspirin,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
010002291276,Item Tax,1,n,n,Iluprofen,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
010200255070,Beer,1,n,n,Chelas,,,n,2,0,0,n,,0,,,,,,n,,,,,,,
010300884194,Grocery,1,n,n,Emeralo,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
010300884293,Snacks,1,n,n,Emerald,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
010300884392,Grocery,1,n,n,Japeno Cashew,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
010300894544,Snacks,1,n,n,Honey Glazed Almonds,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
010300938194,Snacks,1,n,n,Emerald:Sea Salt & Pepper,1.50 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
010700000071,Snacks,1,n,n,Jolly Rancher:Lollipop  Grape,0.60 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
010700000224,Grocery,1,n,n,Jolly Rancher Bites Awesome Twosome,1.80 oz,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
010700021526,Snacks,1,n,n,Milk Duds:Chocolate Covered Caramels,5.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
010700023858,Snacks,1,n,n,Whoppers:Malted Milk Balls,1.75 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
010700024404,Snacks,1,n,n,Whoppers:The Original,5.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
010700060808,Grocery,1,n,n,Heath:Toffee Bar,1.40 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
010700450166,Snacks,1,n,n,Jolly Rancher Bites,6.5 oz,,n,1,1,0,n,,0,,,,,,n,,,,,,,
010700517227,Grocery,1,n,n,Jolly Rancher Hard Candy,6.5 Oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
010700519528,Snacks,1,n,n,Jolly Rancher:Original Flavors,2.06 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
010700529923,Snacks,1,n,n,Jolly Rancher Misfits,1,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
010700533661,Grocery,1,n,n,Milk Duds Chocolate,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
010700557094,Snacks,1,n,n,Gummies  Very Berry,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
010700557100,Snacks,1,n,n,Gummies Sours,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
010700702302,Snacks,1,n,n,Jolly Rancher:Original Flavors,7.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
010700702623,Snacks,1,n,n,Original  Flavors,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
010700807229,Grocery,1,n,n,Payday Peanut Caramel Bar,1.85 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
010700807274,Grocery,1,n,n,Payday:King Size,3.40 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
010700858535,Snacks,1,n,n,Payday,Bar,,n,1,1,0,n,,0,,,,,,n,,,,,,,
010700859129,Snacks,1,n,n,Gummies,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
010900021180,Item Tax,1,n,n,Reynold'S Wrap,18 sq. ft.,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
010900080316,Item Tax,1,n,n,Reynolds Wrap Aluminum Foil:Aluminum Foil,30.00 SQ FT,n,n,1,0,0,n,,-1,,,,,,n,,,,,,,
010900374798,Item Tax,1,n,n,Reynolds,,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
011000000006,Tobacco,1,n,n,Montego Red,King,,n,1,0,0,n,,-1,,,,,,n,,,,,,,
011000000013,Tobacco,1,n,n,Montego,box,,n,1,1,0,n,,0,,,,,,n,,,,,,,
011000000020,Tobacco,1,n,n,Montego Red 100S,1,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011000000037,Tobacco,1,n,n,Montego 100'S Gold,1,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011000000044,Tobacco,1,n,n,Montego 100'S Blue,1pk,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
011000000051,Tobacco,1,n,n,Montego,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
011000000617,Tobacco,1,n,n,Montego Menthol,1pk,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011000001737,Tobacco,1,n,n,Eagle 20'S Menthool Gold,Kings,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
011000002826,Tobacco,1,n,n,Eagle 20'S Blue,Kings,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
011000002833,Tobacco,1,n,n,Eagle 20'S Red,kings,n,n,1,0,0,n,,-1,,,,,,n,,,,,,,
011000002871,Tobacco,1,n,n,Eagle 20'S Blue,100s,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
011000002888,Tobacco,1,n,n,Eagle 100S,1,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
011000002932,Tobacco,1,n,n,Eagle 20'S,1pk,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
011000002949,Tobacco,1,n,n,Eagle 20'S Menthol Silver,100s,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
011115871324,Grocery,1,n,n,Imperial:Stick East Coast Vegetable Oil,1.00 LB,y,n,1,0,0,n,,-1,,,,,,n,,,,,,,
011132000400,Item Tax,1,n,n,Alpo Prime Cuts:Savory Beef Flavor,4.00 LB,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
011132125318,Item Tax,1,n,n,Alpo Wet:Prime Cuts Homestyle W/Lamb & Rice In Gravy,13.20 OZ,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
011132125349,Item Tax,1,n,n,Alpo Wet:Prime Cuts Homestyle London Grill In Gravy,13.20 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
011132125523,Item Tax,1,n,n,Alpo Wet:Prime Cuts Homestyle W/Beef In Gravy,13.20 OZ,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
011132125615,Item Tax,1,n,n,Alpo Wet:Prime Cuts Homestyle Stew W/Beef & Vegetables In Gravy,13.20 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011132135973,Item Tax,1,n,n,Alpo Wet:Chop House T-Bone Steak Flavor In Gourmet Gravy,13.00 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011132136048,Item Tax,1,n,n,Alpo Wet:Chop House Rotisserie Chicken Flavor In Gourmet Gravy (Ps #5142067),13.00 OZ,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
011132142193,Item Tax,1,n,n,Alpo Wet:Hidden Goodness Homestyle W/Beef,13.20 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
011132168612,Item Tax,1,n,n,Dog Food,13 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
011132168674,Item Tax,1,n,n,D F,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
011132169374,Item Tax,1,n,n,Purina Alpo Chop House,13.2 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011132169404,Item Tax,1,n,n,Purina Alpo Prime Classics,13.2 Oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011132171483,Item Tax,1,n,n,Alpo Prime Cuts Savory Beef Flavor,16 oz,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
011132521479,Item Tax,1,n,n,Alpo Wet:Prime Slices Homestyle W/Beef In Gravy,13.20 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011132896324,Item Tax,1,n,n,Alpo Wet:Prime Slices Homestyle W/Chicken In Gravy,13.20 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011140425004,Grocery,1,n,n,Pdaho Spuds Classic,13.3 Oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
011206005003,Snacks,1,n,n,Smarties:Candy Roll  Assorted Flavors,2.25 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
011209002177,Grocery,1,n,n,Pure Prepared Mustard,17 oz,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
011209003457,Grocery,1,n,n,Morehouse,1,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
011210000018,Grocery,1,n,n,Tabasco Sauce,2 oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011225042249,Item Tax,1,n,n,Instant Lgnite,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011225127762,Item Tax,1,n,n,Charking Charcoal,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011225127830,Item Tax,1,n,n,Carbon,6.2 lb,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
011225136306,Item Tax,1,n,n,Foam Plates,225 CM - 50 PLATES,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
011225139116,Item Tax,1,n,n,Simply Done Cutlery,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
011225139376,Item Tax,1,n,n,Clear Assorted,,n,n,1,1,0,n,,0,,,,,,n,,,,,,,
011259907538,Drinks T5,1,n,n,Yummy,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011284003014,Snacks,1,n,n,Jj'S:Apple Fruit Pie,4.00 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
011284003021,Snacks,1,n,n,Jj'S:Cherry Fruit Pie,4.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
011284003038,Snacks,1,n,n,Jj'S:Pie  Berry,4.00 OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
011284003069,Snacks,1,n,n,Jj'S:Chocolate Pie,4.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
011284003076,Snacks,1,n,n,Jj'S:Lemon Pie,4.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
011284003113,Snacks,1,n,n,Jj Peach,,,n,1,1,0,n,,0,,,,,,n,,,,,,,
011284003298,Snacks,1,n,n,Banana Pie,4.00 ounces,,n,1,1,0,n,,0,,,,,,n,,,,,,,
011284003588,Grocery,1,n,n,Apple Pie,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
011284003595,Grocery,1,n,n,Jj Baker,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
011594202114,Grocery,1,n,n,Hawaiian(Tm) Kettle Style Potato Chips:Sweet Maui Onion,2.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
011594202121,Grocery,1,n,n,Hawaiian(Tm) Kettle Style Potato Chips:Luau Bbq,2.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
011594275651,Grocery,1,n,n,Tims,,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
011594275668,Grocery,1,n,n,Tim'S Chips Potato,1pk,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
011594275682,Grocery,1,n,n,Hawaiin Chips Original,1pk,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
011594275699,Grocery,1,n,n,Hawaiian Chip Luau Bbq,1pk,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
011594275705,Grocery,1,n,n,Hawaiian Chips Sweet Onion,4.75oz,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
011594275712,Grocery,1,n,n,Haw,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
012000000133,Drinks NT 5,1,n,n,Pepsi Cola,12 oz,y,n,6,0,0,n,,0,,,,,,n,,,,,,,
012000000171,Drinks T5,1,n,n,Pepsi:Cola,12.00 FL OZ,,n,24,1,0,n,,0,,,,,,n,,,,,,,
012000000850,Drinks NT 5,1,n,n,Mountain Dew,12 oz,,n,6,0,0,n,,0,,,,,,n,,,,,,,
012000000881,Drinks T5,1,n,n,Mountain Dew:Soda,12.00 FL OZ,,n,24,1,0,n,,0,,,,,,n,,,,,,,
012000001086,Drinks NT 5,1,n,n,Aquafina,16.9 oz,,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000001291,Drinks T5,1,n,n,Pepsi Cola,20.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000001314,Drinks T5,1,n,n,Mountain Dew,20.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000001345,Drinks T5,1,n,n,Mountain Dew Diet,20.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000001574,Grocery,1,n,n,Aquafina:Water,1.00 LT,y,n,1,0,0,n,,-1,,,,,,n,,,,,,,
012000001598,Drinks NT 5,1,n,n,Aquafina,20.00 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000001772,Drinks NT 5,1,n,n,Starbucks Doubleshot Espresso & Cream,6.50 FL OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000001802,Drinks NT 5,1,n,n,Starbucks Frappuccino Coffee,13.70 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000002090,Drinks NT 10,1,n,n,Aquafina:Water,1.50 LT,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000002243,Drinks T5,1,n,n,Mountain Dew Code Red,20.00 OZ,n,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000002304,Drinks T10,1,n,n,Pepsi Cola,2.00 LT,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
012000002311,Drinks T10,1,n,n,Pepsi Diet,2.00 LT,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000002335,Drinks T10,1,n,n,Mountain Dew,2.00 LT,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000002946,Drinks T10,1,n,n,Pepsi,1.00 LT,,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000002977,Drinks T10,1,n,n,Mountain Dew:Soda,1.00 LT,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000003103,Drinks T5,1,n,n,Pepsi Wild Cherry,12.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
012000003110,Drinks T10,1,n,n,Pepsi Wild Cherry,2.00 LT,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000003622,Drinks T10,1,n,n,Mountain Dew Code Red:Soda,1.00 LT,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000004100,Grocery,1,n,n,Starbucks Frappuccino Vanilla,9.50 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000004520,Drinks NT 5,1,n,n,Starbucks Frappuccino Mocha,13.70 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000005596,Drinks T5,1,n,n,Pepsi Wild Cherry,20.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000006494,Grocery,1,n,n,Starbucks Frappuccino Mocha,9.50 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000008054,Drinks T5,1,n,n,Pepsi Can,,,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000009105,Drinks T5,1,n,n,Mug Root Beer,20.00 OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
012000009358,Drinks T10,1,n,n,Mug Root Beer,2.00 LT,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000013218,Drinks T10,1,n,n,Manzanita Sol:Apple Soda,2.10 QT,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000013225,Drinks T5,1,n,n,Manzanita Sol:Apple,144.00 FL OZ,,n,12,1,0,n,,0,,,,,,n,,,,,,,
012000013812,Drinks T5,1,n,n,Manzanita Sol:Apple Soda,20.00 FL OZ,,n,1,1,0,n,,0,,,,,,n,,,,,,,
012000014055,Drinks T5,1,n,n,Mountain Dew Game Fuel:With A Punch Of Wild Fruit Flavor,20.00 FL OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
012000016431,Drinks T5,1,n,n,Amp Energy,16.00 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000016721,Drinks NT 5,1,n,n,Starbucks Frappuccino Caramel Intense Chilled Coffee Drink,13.70 oz,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000018800,Drinks T5,1,n,n,Pepsi Max,20.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000018817,Drinks T10,1,n,n,Pepsi Max:Cola,2.00 LT,,n,1,1,0,n,,0,,,,,,n,,,,,,,
012000019265,Drinks NT 5,1,n,n,Tea,,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
012000021367,Drinks NT 5,1,n,n,Ocean Spray:Cranberry Juice Cocktail,15.20 FL OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
012000021381,Drinks NT 5,1,n,n,Ocean Spray:Crangrape,15.20 OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000024528,Drinks NT 10,1,n,n,Lipton Brisk:Raspberry,1.05 QT,,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000027215,Drinks T5,1,n,n,Mountain Dew,16.00 OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000028458,Drinks T5,1,n,n,Starbucks Doubleshot:Mocha,15.00 FL OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000028472,Drinks NT 5,1,n,n,Starbucks Doubleshot:Coffee,15.00 FL OZ,,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000028496,Drinks NT 5,1,n,n,Starbucks Doubleshot:Vanilla,15.00 FL OZ,y,n,1,0,0,n,,0,,,,,,n,,,,,,,
012000028625,Drinks T5,1,n,n,Mountain Dew Voltage,20.00 FL OZ,y,n,1,1,0,n,,0,,,,,,n,,,,,,,
